venda_id,data_venda,cliente_id,produto_id,quantidade,preco_total
55444,2023-01-15 21:06:00,1776,236,4,3739.84
55445,2023-07-29 16:15:00,1853,111,1,14.11
55446,2023-01-27 04:21:00,1584,239,1,543.15
55447,2023-02-08 11:51:00,1183,112,4,1970.96
55448,2023-04-25 23:32:00,1198,198,4,661.48
55449,2023-11-07 05:50:00,1830,275,4,2616.72
55450,2023-02-18 14:08:00,1492,197,5,3095.1
55451,2023-01-04 12:50:00,1379,208,1,83.76
55452,2023-03-07 14:29:00,1343,171,5,4259.25
55453,2023-02-14 23:13:00,1652,240,3,1892.28
55454,2023-12-20 04:46:00,1544,216,2,481.0
55455,2023-04-04 08:50:00,1037,159,1,959.5
55456,2023-07-21 16:49:00,1055,278,4,3768.4
55457,2023-04-11 16:23:00,1851,254,2,216.98
55458,2023-03-17 05:59:00,1612,295,4,3016.76
55459,2023-02-09 17:52:00,1812,282,2,602.02
55460,2023-12-02 23:29:00,1345,261,4,2726.52
55461,2023-12-27 01:42:00,1864,226,4,2903.36
55462,2023-04-04 00:43:00,1189,263,3,803.31
55463,2023-11-04 17:36:00,1438,270,5,2949.75
55464,2023-12-24 22:45:00,1034,174,4,2159.68
55465,2023-02-26 16:34:00,1380,235,1,560.09
55466,2023-04-09 06:02:00,1456,292,2,1958.14
55467,2023-12-20 13:22:00,1715,166,5,2601.1
55468,2023-12-20 03:48:00,1815,254,5,542.45
55469,2023-03-20 07:35:00,1638,281,1,488.8
55470,2023-08-24 20:12:00,1927,150,5,1205.05
55471,2023-10-17 12:49:00,1420,203,2,237.1
55472,2023-04-13 05:10:00,1521,144,5,2828.15
55473,2023-02-14 01:00:00,1138,109,4,1687.32
55474,2023-09-01 00:56:00,1670,179,2,1213.1
55475,2023-01-08 01:21:00,1521,280,3,2627.1
55476,2023-06-23 13:26:00,1860,159,3,2878.5
55477,2023-05-12 03:33:00,1438,282,1,301.01
55478,2023-03-12 16:39:00,1425,259,2,1884.66
55479,2023-09-19 04:52:00,1708,112,4,1970.96
55480,2023-09-25 22:41:00,1488,226,5,3629.2
55481,2023-02-18 17:26:00,1390,262,1,610.64
55482,2023-09-20 03:40:00,1717,107,5,1934.95
55483,2023-04-18 15:43:00,1463,243,2,257.88
55484,2023-04-07 14:20:00,1389,260,5,4107.6
55485,2023-07-12 05:12:00,1689,148,2,940.98
55486,2023-10-08 02:57:00,1142,203,2,237.1
55487,2023-03-28 22:09:00,1622,145,2,400.64
55488,2023-10-22 13:18:00,1024,152,1,160.42
55489,2023-10-02 11:22:00,1423,206,4,1450.08
55490,2023-02-13 00:22:00,1797,120,1,958.52
55491,2023-08-14 20:12:00,1973,255,5,3294.4
55492,2023-11-13 01:19:00,1796,183,5,74.6
55493,2023-03-25 05:34:00,1389,230,2,978.6
55494,2023-05-01 20:23:00,1824,230,3,1467.9
55495,2023-07-13 11:20:00,1658,233,3,2887.44
55496,2023-09-28 10:51:00,1551,255,1,658.88
55497,2023-11-03 10:56:00,1218,133,1,504.14
55498,2023-06-19 23:28:00,1815,106,3,1388.91
55499,2023-02-18 15:07:00,1023,137,1,132.82
55500,2023-04-05 20:10:00,1566,185,1,572.08
55501,2023-12-09 03:57:00,1240,183,5,74.6
55502,2023-10-27 23:04:00,1829,174,3,1619.76
55503,2023-02-12 14:29:00,1240,214,4,51.32
55504,2023-12-05 04:04:00,1810,278,2,1884.2
55505,2023-07-17 12:02:00,1766,195,5,2836.9
55506,2023-01-19 14:35:00,1393,114,4,49.08
55507,2023-07-10 08:34:00,1072,133,4,2016.56
55508,2023-02-13 04:33:00,1302,214,3,38.49
55509,2023-03-13 05:59:00,1955,177,2,103.08
55510,2023-05-06 06:33:00,1221,297,2,1177.52
55511,2023-05-01 22:38:00,1567,206,5,1812.6
55512,2023-10-14 12:42:00,1034,230,4,1957.2
55513,2023-08-01 16:14:00,1345,179,2,1213.1
55514,2023-04-24 00:18:00,1398,137,2,265.64
55515,2023-09-08 14:00:00,1362,279,4,714.44
55516,2023-10-26 07:52:00,1632,250,5,2123.35
55517,2023-09-15 09:54:00,1388,124,1,958.37
55518,2023-06-15 10:58:00,1606,203,3,355.65
55519,2023-11-23 14:45:00,1148,272,3,2457.09
55520,2023-02-08 09:27:00,1137,109,5,2109.15
55521,2023-04-08 08:59:00,1032,120,3,2875.56
55522,2023-07-07 06:32:00,1423,145,3,600.96
55523,2023-06-21 17:37:00,1249,236,5,4674.8
55524,2023-09-06 06:42:00,1649,254,2,216.98
55525,2023-11-09 11:10:00,1713,197,3,1857.06
55526,2023-07-04 10:56:00,1644,111,1,14.11
55527,2023-07-16 13:44:00,1905,198,5,826.85
55528,2023-04-06 11:00:00,1817,147,2,1863.3
55529,2023-09-21 20:04:00,1930,274,1,847.33
55530,2023-05-25 09:03:00,1645,241,5,4596.15
55531,2023-10-22 01:30:00,1767,253,2,990.26
55532,2023-05-18 09:15:00,1050,172,1,106.18
55533,2023-01-03 18:15:00,1348,231,4,3107.04
55534,2023-07-05 18:54:00,1055,124,2,1916.74
55535,2023-04-02 18:27:00,1558,106,1,462.97
55536,2023-12-08 09:36:00,1547,121,1,374.0
55537,2023-12-24 01:46:00,1214,203,5,592.75
55538,2023-10-10 12:19:00,1757,109,1,421.83
55539,2023-06-21 11:38:00,1299,126,2,902.22
55540,2023-02-22 03:12:00,1423,211,2,1310.44
55541,2023-03-02 17:46:00,1025,136,4,1526.68
55542,2023-06-23 08:59:00,1652,120,5,4792.6
55543,2023-12-07 13:06:00,1840,179,1,606.55
55544,2023-08-21 05:20:00,1938,137,5,664.1
55545,2023-03-11 10:22:00,1271,191,4,2064.84
55546,2023-05-05 19:53:00,1599,207,2,1290.7
55547,2023-11-03 13:30:00,1186,297,1,588.76
55548,2023-12-13 05:52:00,1248,176,3,234.18
55549,2023-04-21 14:45:00,1215,293,3,2296.65
55550,2023-11-13 00:23:00,1340,224,5,1828.8
55551,2023-04-07 11:00:00,1198,251,4,3283.96
55552,2023-11-22 14:04:00,1063,200,5,3388.65
55553,2023-04-12 16:23:00,1480,122,5,1675.85
55554,2023-05-05 07:23:00,1355,153,4,303.04
55555,2023-12-05 16:00:00,1447,210,3,2253.48
55556,2023-05-05 17:32:00,1425,300,2,537.32
55557,2023-09-19 01:52:00,1631,173,3,1711.29
55558,2023-11-29 22:07:00,1586,163,1,126.58
55559,2023-11-30 01:12:00,1322,210,4,3004.64
55560,2023-02-24 00:19:00,1655,258,4,181.24
55561,2023-04-25 17:38:00,1924,236,3,2804.88
55562,2023-04-29 00:27:00,1667,165,1,153.03
55563,2023-11-14 22:02:00,1280,180,2,1756.64
55564,2023-05-15 15:54:00,1790,124,5,4791.85
55565,2023-05-29 18:58:00,1110,138,4,603.88
55566,2023-08-23 10:35:00,1786,193,3,2449.89
55567,2023-06-20 20:45:00,1101,237,3,514.35
55568,2023-09-14 09:22:00,1535,153,3,227.28
55569,2023-05-14 16:58:00,1235,121,3,1122.0
55570,2023-12-28 12:43:00,1248,186,4,2356.44
55571,2023-03-02 16:16:00,1796,189,1,769.18
55572,2023-02-14 22:55:00,1024,237,5,857.25
55573,2023-12-24 09:59:00,1810,159,3,2878.5
55574,2023-03-30 22:50:00,1364,275,1,654.18
55575,2023-09-28 06:57:00,1549,259,3,2826.99
55576,2023-09-26 23:44:00,1376,162,1,220.73
55577,2023-03-11 10:30:00,1638,159,1,959.5
55578,2023-11-12 18:47:00,1404,273,4,1703.64
55579,2023-05-30 18:33:00,1798,225,5,3240.2
55580,2023-04-23 21:36:00,1645,279,4,714.44
55581,2023-08-20 04:49:00,1262,277,2,1124.04
55582,2023-04-17 23:54:00,1580,256,4,3366.4
55583,2023-01-30 04:32:00,1447,249,3,1438.77
55584,2023-12-16 07:13:00,1428,143,2,890.78
55585,2023-04-21 03:12:00,1899,206,4,1450.08
55586,2023-02-04 16:41:00,1576,112,5,2463.7
55587,2023-11-07 16:16:00,1202,111,3,42.33
55588,2023-02-16 02:46:00,1167,270,2,1179.9
55589,2023-11-09 18:16:00,1710,197,2,1238.04
55590,2023-01-31 23:40:00,1670,247,2,1047.72
55591,2023-05-28 19:27:00,1549,234,4,1973.64
55592,2023-06-12 14:19:00,1584,123,1,434.03
55593,2023-07-09 00:24:00,1028,139,5,2432.95
55594,2023-01-24 13:47:00,1329,201,5,4645.8
55595,2023-07-11 05:12:00,1260,117,5,4391.65
55596,2023-07-10 03:00:00,1251,288,5,4873.4
55597,2023-08-03 10:55:00,1473,232,3,398.46
55598,2023-07-02 00:07:00,1262,215,4,929.48
55599,2023-10-27 01:00:00,1713,262,4,2442.56
55600,2023-01-26 06:41:00,1885,190,3,2980.83
55601,2023-03-26 05:24:00,1296,182,3,785.82
55602,2023-06-16 17:55:00,1949,289,3,1709.37
55603,2023-01-20 20:01:00,1694,141,5,3834.7
55604,2023-06-16 09:56:00,1851,173,1,570.43
55605,2023-08-14 22:45:00,1743,159,3,2878.5
55606,2023-08-05 00:39:00,1556,123,2,868.06
55607,2023-12-20 14:55:00,1725,290,2,86.96
55608,2023-02-03 22:33:00,1351,245,1,787.93
55609,2023-04-02 08:06:00,1955,243,5,644.7
55610,2023-08-12 16:37:00,1117,276,2,1551.26
55611,2023-12-14 12:29:00,1498,239,4,2172.6
55612,2023-04-29 23:47:00,1769,248,1,671.15
55613,2023-07-06 12:29:00,1708,147,1,931.65
55614,2023-03-01 11:54:00,1794,236,1,934.96
55615,2023-01-07 21:40:00,1681,126,5,2255.55
55616,2023-05-18 18:56:00,1675,268,1,189.43
55617,2023-05-07 09:26:00,1034,217,1,87.31
55618,2023-06-18 17:03:00,1221,197,3,1857.06
55619,2023-08-03 16:30:00,1400,261,3,2044.89
55620,2023-12-26 19:13:00,1073,149,1,961.16
55621,2023-10-23 10:54:00,1251,173,2,1140.86
55622,2023-12-02 22:09:00,1215,103,5,2849.85
55623,2023-11-18 19:57:00,1134,147,5,4658.25
55624,2023-10-24 20:29:00,1398,217,3,261.93
55625,2023-05-31 20:23:00,1687,106,1,462.97
55626,2023-04-16 11:10:00,1118,111,1,14.11
55627,2023-12-07 17:48:00,1768,241,4,3676.92
55628,2023-02-04 15:24:00,1002,274,3,2541.99
55629,2023-05-17 03:09:00,1344,168,3,2665.89
55630,2023-11-07 12:27:00,1346,284,5,895.7
55631,2023-12-03 20:21:00,1555,173,3,1711.29
55632,2023-05-24 04:13:00,1279,220,2,963.44
55633,2023-07-31 18:12:00,1762,288,4,3898.72
55634,2023-05-24 06:56:00,1671,270,5,2949.75
55635,2023-09-24 10:07:00,1655,255,4,2635.52
55636,2023-11-23 15:45:00,1441,220,1,481.72
55637,2023-08-11 15:26:00,1043,217,2,174.62
55638,2023-11-02 06:15:00,1355,155,3,1787.04
55639,2023-06-09 08:42:00,1649,134,5,124.45
55640,2023-02-22 21:53:00,1622,171,4,3407.4
55641,2023-04-21 23:04:00,1514,168,1,888.63
55642,2023-10-10 11:24:00,1671,157,5,258.9
55643,2023-11-16 05:56:00,1656,265,3,2161.98
55644,2023-12-04 22:43:00,1251,156,2,1207.98
55645,2023-12-04 06:58:00,1279,203,1,118.55
55646,2023-11-13 03:39:00,1248,107,1,386.99
55647,2023-09-18 23:36:00,1072,255,2,1317.76
55648,2023-07-13 16:17:00,1298,185,2,1144.16
55649,2023-06-30 07:35:00,1549,231,4,3107.04
55650,2023-05-18 16:23:00,1631,273,3,1277.73
55651,2023-09-18 18:02:00,1231,251,2,1641.98
55652,2023-01-18 08:56:00,1947,162,2,441.46
55653,2023-12-20 04:49:00,1141,231,2,1553.52
55654,2023-07-21 05:14:00,1739,283,4,1578.56
55655,2023-04-06 09:40:00,1576,106,5,2314.85
55656,2023-12-14 05:19:00,1779,165,5,765.15
55657,2023-12-05 14:18:00,1591,211,4,2620.88
55658,2023-12-21 20:17:00,1713,207,2,1290.7
55659,2023-03-16 16:18:00,1969,276,5,3878.15
55660,2023-12-02 01:02:00,1499,249,4,1918.36
55661,2023-11-04 17:07:00,1821,164,2,35.42
55662,2023-05-31 10:01:00,1796,165,1,153.03
55663,2023-05-29 22:16:00,1940,152,3,481.26
55664,2023-08-31 22:10:00,1908,175,4,3994.36
55665,2023-09-15 19:10:00,1632,233,1,962.48
55666,2023-03-25 12:48:00,1406,141,2,1533.88
55667,2023-10-29 04:36:00,1385,202,5,600.1
55668,2023-03-07 20:37:00,1998,215,5,1161.85
55669,2023-09-19 13:13:00,1073,195,3,1702.14
55670,2023-04-11 09:36:00,1263,277,5,2810.1
55671,2023-03-27 20:29:00,1701,269,2,1878.52
55672,2023-04-08 14:10:00,1389,173,4,2281.72
55673,2023-10-19 17:22:00,1364,298,2,1122.7
55674,2023-05-12 21:25:00,1227,294,2,785.14
55675,2023-09-10 16:49:00,1757,227,2,1955.34
55676,2023-10-12 19:04:00,1383,194,1,971.74
55677,2023-06-15 09:37:00,1553,213,2,372.32
55678,2023-10-30 15:27:00,1797,253,2,990.26
55679,2023-06-29 20:05:00,1248,150,3,723.03
55680,2023-08-26 19:56:00,1256,278,2,1884.2
55681,2023-02-25 14:48:00,1118,199,4,143.0
55682,2023-02-16 01:44:00,1473,202,5,600.1
55683,2023-05-28 11:53:00,1435,275,3,1962.54
55684,2023-06-13 11:46:00,1688,146,5,2808.7
55685,2023-10-04 17:57:00,1766,145,1,200.32
55686,2023-12-18 06:50:00,1715,214,2,25.66
55687,2023-12-03 03:12:00,1117,232,1,132.82
55688,2023-12-12 12:15:00,1715,169,4,729.04
55689,2023-03-11 05:13:00,1703,237,2,342.9
55690,2023-02-24 16:09:00,1337,210,1,751.16
55691,2023-03-14 23:38:00,1232,175,2,1997.18
55692,2023-02-18 15:29:00,1433,113,1,123.09
55693,2023-02-10 09:17:00,1541,218,2,1982.32
55694,2023-12-24 20:45:00,1329,181,2,1158.24
55695,2023-11-03 22:00:00,1684,140,2,346.26
55696,2023-12-04 23:25:00,1468,114,3,36.81
55697,2023-03-15 09:28:00,1909,238,3,280.89
55698,2023-03-14 17:59:00,1302,286,5,3747.95
55699,2023-12-28 19:51:00,1678,199,3,107.25
55700,2023-06-01 15:36:00,1125,190,4,3974.44
55701,2023-03-04 06:07:00,1843,253,2,990.26
55702,2023-03-11 01:56:00,1291,287,1,654.7
55703,2023-05-14 20:19:00,1725,150,3,723.03
55704,2023-06-19 06:57:00,1170,143,2,890.78
55705,2023-06-16 23:05:00,1443,240,3,1892.28
55706,2023-02-16 19:38:00,1967,218,2,1982.32
55707,2023-09-26 23:46:00,1680,258,4,181.24
55708,2023-07-20 00:54:00,1741,137,3,398.46
55709,2023-02-04 01:58:00,1718,184,5,3337.9
55710,2023-10-27 18:21:00,1427,272,5,4095.15
55711,2023-07-20 16:16:00,1538,142,4,945.24
55712,2023-07-28 01:45:00,1428,110,4,2599.0
55713,2023-06-03 19:01:00,1376,188,4,3271.24
55714,2023-10-10 19:25:00,1887,185,2,1144.16
55715,2023-07-06 07:10:00,1417,285,1,966.07
55716,2023-04-10 08:22:00,1105,267,1,509.83
55717,2023-04-17 12:41:00,1883,192,3,1036.98
55718,2023-01-29 11:27:00,1105,228,1,705.81
55719,2023-12-31 13:47:00,1064,217,2,174.62
55720,2023-04-10 03:31:00,1234,262,2,1221.28
55721,2023-04-27 04:54:00,1388,211,3,1965.66
55722,2023-11-18 15:16:00,1877,201,2,1858.32
55723,2023-10-15 20:06:00,1241,233,5,4812.4
55724,2023-03-15 15:22:00,1170,226,2,1451.68
55725,2023-05-23 01:38:00,1964,135,3,754.35
55726,2023-07-05 16:08:00,1499,228,2,1411.62
55727,2023-06-27 01:16:00,1159,154,3,2711.46
55728,2023-07-28 07:25:00,1839,201,3,2787.48
55729,2023-05-21 11:29:00,1080,282,1,301.01
55730,2023-12-28 11:33:00,1234,119,1,275.29
55731,2023-04-07 08:45:00,1877,167,2,1437.1
55732,2023-03-21 16:48:00,1355,132,4,774.72
55733,2023-06-24 18:55:00,1459,237,5,857.25
55734,2023-02-16 01:56:00,1603,154,5,4519.1
55735,2023-05-21 02:44:00,1165,112,3,1478.22
55736,2023-10-19 21:55:00,1192,163,2,253.16
55737,2023-07-25 14:43:00,1288,214,5,64.15
55738,2023-06-03 23:43:00,1348,285,4,3864.28
55739,2023-06-07 05:27:00,1905,164,4,70.84
55740,2023-04-16 18:11:00,1569,164,1,17.71
55741,2023-03-27 03:34:00,1226,145,2,400.64
55742,2023-04-30 06:11:00,1190,254,1,108.49
55743,2023-08-13 21:09:00,1022,107,2,773.98
55744,2023-08-05 07:22:00,1853,199,1,35.75
55745,2023-06-15 18:06:00,1537,291,3,1248.81
55746,2023-04-06 22:58:00,1633,254,5,542.45
55747,2023-10-04 06:57:00,1766,278,4,3768.4
55748,2023-10-14 03:00:00,1022,201,5,4645.8
55749,2023-02-02 20:49:00,1209,295,1,754.19
55750,2023-07-31 19:34:00,1371,136,1,381.67
55751,2023-09-22 14:51:00,1425,135,5,1257.25
55752,2023-01-06 13:08:00,1703,224,5,1828.8
55753,2023-01-03 01:13:00,1453,148,4,1881.96
55754,2023-08-26 15:43:00,1270,113,4,492.36
55755,2023-10-17 01:29:00,1514,257,2,1202.82
55756,2023-10-16 03:58:00,1296,297,5,2943.8
55757,2023-03-20 20:56:00,1148,172,1,106.18
55758,2023-04-02 13:15:00,1189,274,1,847.33
55759,2023-10-13 05:04:00,1159,219,1,337.67
55760,2023-02-08 17:50:00,1246,263,5,1338.85
55761,2023-03-20 06:50:00,1718,189,5,3845.9
55762,2023-11-14 20:48:00,1529,143,5,2226.95
55763,2023-08-25 17:09:00,1443,244,4,587.32
55764,2023-07-05 08:01:00,1305,181,2,1158.24
55765,2023-09-04 09:43:00,1861,141,1,766.94
55766,2023-11-06 06:47:00,1564,102,1,329.8
55767,2023-01-24 16:24:00,1227,256,1,841.6
55768,2023-01-21 18:04:00,1885,130,2,899.6
55769,2023-05-09 07:12:00,1649,242,4,2453.64
55770,2023-05-16 07:40:00,1504,192,4,1382.64
55771,2023-06-06 14:48:00,1912,282,2,602.02
55772,2023-08-30 14:12:00,1060,104,1,170.52
55773,2023-06-02 02:07:00,1665,272,3,2457.09
55774,2023-07-07 01:26:00,1372,105,2,901.38
55775,2023-08-23 23:38:00,1567,108,1,891.56
55776,2023-05-17 09:51:00,1756,123,4,1736.12
55777,2023-01-15 13:38:00,1637,295,3,2262.57
55778,2023-04-08 07:19:00,1819,141,4,3067.76
55779,2023-11-22 22:49:00,1680,226,1,725.84
55780,2023-06-02 04:14:00,1778,177,2,103.08
55781,2023-01-17 04:12:00,1776,157,3,155.34
55782,2023-11-13 10:21:00,1656,185,3,1716.24
55783,2023-05-15 03:10:00,1024,152,4,641.68
55784,2023-02-24 23:11:00,1501,204,5,1150.8
55785,2023-09-05 18:23:00,1867,163,5,632.9
55786,2023-08-02 00:49:00,1348,226,3,2177.52
55787,2023-08-25 13:28:00,1769,175,2,1997.18
55788,2023-03-13 02:40:00,1014,166,4,2080.88
55789,2023-06-21 21:42:00,1023,117,1,878.33
55790,2023-10-23 00:42:00,1544,177,4,206.16
55791,2023-07-13 04:28:00,1847,220,4,1926.88
55792,2023-05-25 15:55:00,1505,264,1,365.61
55793,2023-05-10 12:14:00,1002,110,2,1299.5
55794,2023-05-19 22:34:00,1383,132,3,581.04
55795,2023-05-24 05:55:00,1215,276,1,775.63
55796,2023-06-29 09:53:00,1323,229,1,103.82
55797,2023-03-15 13:54:00,1584,225,5,3240.2
55798,2023-09-24 19:04:00,1232,226,3,2177.52
55799,2023-09-20 13:48:00,1775,163,1,126.58
55800,2023-01-14 09:41:00,1344,287,1,654.7
55801,2023-07-29 18:50:00,1891,261,3,2044.89
55802,2023-06-12 04:13:00,1884,290,5,217.4
55803,2023-09-18 13:00:00,1830,172,3,318.54
55804,2023-01-30 09:50:00,1884,181,1,579.12
55805,2023-01-09 20:48:00,1242,150,4,964.04
55806,2023-07-19 06:38:00,1121,129,1,194.09
55807,2023-03-05 05:11:00,1863,254,5,542.45
55808,2023-08-08 04:54:00,1733,136,3,1145.01
55809,2023-05-24 00:19:00,1092,274,5,4236.65
55810,2023-01-29 13:37:00,1632,203,2,237.1
55811,2023-03-14 17:30:00,1380,226,5,3629.2
55812,2023-06-17 05:42:00,1962,189,4,3076.72
55813,2023-08-26 02:50:00,1565,167,4,2874.2
55814,2023-09-27 04:08:00,1034,179,1,606.55
55815,2023-06-17 01:37:00,1529,266,5,554.1
55816,2023-06-03 17:07:00,1267,131,2,269.54
55817,2023-05-24 07:04:00,1695,274,1,847.33
55818,2023-09-25 21:05:00,1077,163,4,506.32
55819,2023-07-04 00:21:00,1625,300,5,1343.3
55820,2023-12-30 23:46:00,1840,191,1,516.21
55821,2023-01-13 23:48:00,1244,234,5,2467.05
55822,2023-09-09 03:09:00,1234,220,2,963.44
55823,2023-08-31 21:21:00,1397,125,5,1916.4
55824,2023-05-19 04:58:00,1164,206,3,1087.56
55825,2023-09-13 22:33:00,1553,249,1,479.59
55826,2023-04-25 20:44:00,1343,135,3,754.35
55827,2023-09-02 05:42:00,1050,135,1,251.45
55828,2023-09-10 16:02:00,1953,186,2,1178.22
55829,2023-03-20 06:40:00,1912,105,3,1352.07
55830,2023-11-09 14:20:00,1864,103,5,2849.85
55831,2023-07-21 01:27:00,1335,270,5,2949.75
55832,2023-11-16 17:40:00,1766,181,5,2895.6
55833,2023-05-08 05:51:00,1868,290,2,86.96
55834,2023-11-26 00:03:00,1330,117,5,4391.65
55835,2023-09-17 21:42:00,1665,271,3,358.23
55836,2023-05-27 23:41:00,1185,184,5,3337.9
55837,2023-06-17 12:47:00,1905,157,2,103.56
55838,2023-09-11 13:08:00,1443,279,2,357.22
55839,2023-08-25 19:57:00,1812,295,3,2262.57
55840,2023-07-10 06:44:00,1838,177,4,206.16
55841,2023-09-12 21:24:00,1644,176,2,156.12
55842,2023-01-02 13:44:00,1251,270,2,1179.9
55843,2023-08-15 21:07:00,1815,263,2,535.54
55844,2023-07-30 05:36:00,1972,140,1,173.13
55845,2023-09-04 06:48:00,1796,254,5,542.45
55846,2023-10-24 01:24:00,1882,147,4,3726.6
55847,2023-09-24 08:15:00,1242,221,2,1976.36
55848,2023-11-15 06:24:00,1247,186,4,2356.44
55849,2023-07-24 02:35:00,1054,283,1,394.64
55850,2023-08-10 01:17:00,1813,221,2,1976.36
55851,2023-01-07 23:03:00,1170,295,1,754.19
55852,2023-06-29 00:48:00,1525,106,5,2314.85
55853,2023-10-10 22:47:00,1909,178,5,1966.05
55854,2023-11-11 08:41:00,1297,243,4,515.76
55855,2023-01-15 20:14:00,1407,238,2,187.26
55856,2023-09-16 04:45:00,1586,243,1,128.94
55857,2023-01-27 09:08:00,1656,268,5,947.15
55858,2023-11-12 16:16:00,1495,265,1,720.66
55859,2023-08-25 22:22:00,1096,255,2,1317.76
55860,2023-08-05 23:38:00,1400,205,4,3691.2
55861,2023-11-23 14:10:00,1315,276,5,3878.15
55862,2023-10-21 19:46:00,1217,124,5,4791.85
55863,2023-08-04 14:17:00,1801,240,1,630.76
55864,2023-11-09 05:16:00,1288,152,1,160.42
55865,2023-09-08 13:36:00,1362,152,5,802.1
55866,2023-06-16 21:20:00,1165,242,3,1840.23
55867,2023-04-30 12:08:00,1739,118,5,128.7
55868,2023-06-07 17:04:00,1210,132,5,968.4
55869,2023-06-04 01:00:00,1613,117,1,878.33
55870,2023-12-18 00:52:00,1371,113,5,615.45
55871,2023-12-26 22:53:00,1839,117,4,3513.32
55872,2023-05-09 08:31:00,1564,297,3,1766.28
55873,2023-02-04 14:53:00,1355,212,3,1498.65
55874,2023-11-03 08:09:00,1733,210,1,751.16
55875,2023-07-05 02:47:00,1142,104,5,852.6
55876,2023-10-19 07:49:00,1733,190,1,993.61
55877,2023-09-12 20:32:00,1728,281,5,2444.0
55878,2023-05-23 05:16:00,1410,224,4,1463.04
55879,2023-10-03 20:42:00,1323,246,1,827.76
55880,2023-07-13 00:17:00,1889,149,5,4805.8
55881,2023-02-25 23:05:00,1492,125,2,766.56
55882,2023-12-31 07:56:00,1225,143,2,890.78
55883,2023-03-13 23:15:00,1829,121,5,1870.0
55884,2023-11-04 15:09:00,1790,229,4,415.28
55885,2023-08-10 15:23:00,1728,258,1,45.31
55886,2023-11-24 03:44:00,1192,172,3,318.54
55887,2023-06-26 17:18:00,1603,142,3,708.93
55888,2023-07-24 08:12:00,1319,134,1,24.89
55889,2023-12-25 06:55:00,1710,153,2,151.52
55890,2023-08-25 01:24:00,1561,225,3,1944.12
55891,2023-02-10 20:13:00,1967,270,2,1179.9
55892,2023-01-10 08:15:00,1376,223,3,2451.15
55893,2023-03-27 09:43:00,1642,152,1,160.42
55894,2023-07-15 08:41:00,1235,264,1,365.61
55895,2023-08-18 12:54:00,1372,210,2,1502.32
55896,2023-01-22 16:45:00,1717,209,1,320.52
55897,2023-03-08 02:54:00,1908,151,2,1230.48
55898,2023-02-28 14:42:00,1221,113,5,615.45
55899,2023-02-20 02:43:00,1928,158,1,913.22
55900,2023-11-13 23:22:00,1072,208,5,418.8
55901,2023-06-13 09:32:00,1642,196,2,1777.68
55902,2023-02-15 04:23:00,1872,197,2,1238.04
55903,2023-10-23 04:54:00,1358,187,2,563.9
55904,2023-05-29 11:04:00,1501,210,2,1502.32
55905,2023-03-19 05:11:00,1313,286,2,1499.18
55906,2023-02-06 15:13:00,1267,253,1,495.13
55907,2023-12-26 23:28:00,1130,159,3,2878.5
55908,2023-07-06 16:13:00,1309,160,5,1126.5
55909,2023-11-03 00:25:00,1586,237,2,342.9
55910,2023-01-03 06:10:00,1532,216,4,962.0
55911,2023-09-19 12:18:00,1649,244,3,440.49
55912,2023-08-08 00:36:00,1553,216,2,481.0
55913,2023-06-18 20:56:00,1458,176,5,390.3
55914,2023-12-07 12:32:00,1263,135,3,754.35
55915,2023-09-30 13:10:00,1544,189,2,1538.36
55916,2023-07-06 11:21:00,1703,141,3,2300.82
55917,2023-08-20 11:47:00,1782,235,5,2800.45
55918,2023-05-14 06:31:00,1716,250,5,2123.35
55919,2023-12-29 02:17:00,1440,223,1,817.05
55920,2023-04-09 10:21:00,1716,179,1,606.55
55921,2023-03-18 03:22:00,1319,161,3,1074.54
55922,2023-07-02 11:42:00,1898,104,1,170.52
55923,2023-12-11 01:06:00,1456,240,4,2523.04
55924,2023-09-06 11:25:00,1230,152,5,802.1
55925,2023-05-24 03:01:00,1798,249,1,479.59
55926,2023-03-24 17:49:00,1440,103,2,1139.94
55927,2023-10-16 00:34:00,1564,220,5,2408.6
55928,2023-09-21 15:32:00,1700,225,3,1944.12
55929,2023-03-07 01:08:00,1976,182,5,1309.7
55930,2023-06-23 10:04:00,1955,238,3,280.89
55931,2023-05-08 06:34:00,1962,144,2,1131.26
55932,2023-09-08 15:56:00,1643,133,5,2520.7
55933,2023-01-19 23:38:00,1024,198,1,165.37
55934,2023-09-01 17:49:00,1175,211,2,1310.44
55935,2023-04-29 03:22:00,1862,163,2,253.16
55936,2023-12-30 17:04:00,1649,162,2,441.46
55937,2023-07-11 01:01:00,1282,196,2,1777.68
55938,2023-01-08 18:05:00,1323,239,5,2715.75
55939,2023-09-24 18:42:00,1337,117,2,1756.66
55940,2023-07-28 03:12:00,1561,171,2,1703.7
55941,2023-06-19 02:21:00,1125,260,2,1643.04
55942,2023-10-18 20:57:00,1077,215,2,464.74
55943,2023-01-10 01:56:00,1017,123,1,434.03
55944,2023-05-21 09:05:00,1967,278,1,942.1
55945,2023-03-21 04:20:00,1393,274,4,3389.32
55946,2023-09-13 03:09:00,1458,239,3,1629.45
55947,2023-05-10 14:00:00,1832,276,4,3102.52
55948,2023-07-16 01:58:00,1589,180,5,4391.6
55949,2023-08-21 22:20:00,1767,140,5,865.65
55950,2023-07-17 18:27:00,1796,148,3,1411.47
