ip,timestamp,request,status,bytes
155.193.219.119,12/Apr/2023:10:37:59 ,POST /carrinho/item-71 HTTP/1.1,200,14429
123.212.62.138,30/Oct/2023:13:39:31 ,DELETE /login/item-54 HTTP/1.1,201,6886
34.207.112.50,08/Sep/2023:00:21:13 ,GET /produtos/item-69 HTTP/1.1,404,7094
79.129.174.5,20/Apr/2023:08:38:22 ,POST /busca/item-8 HTTP/1.1,302,3183
221.109.174.50,09/Oct/2023:07:03:41 ,PUT /login/item-86 HTTP/1.1,500,8129
156.47.70.146,15/Oct/2023:03:47:08 ,DELETE /perfil/item-61 HTTP/1.1,404,13851
39.16.226.252,13/Jun/2023:23:51:58 ,GET /checkout/item-63 HTTP/1.1,500,2042
165.241.227.250,26/Dec/2023:14:15:12 ,PUT /checkout/item-42 HTTP/1.1,500,3781
120.154.122.213,27/Apr/2023:22:13:37 ,DELETE /login/item-18 HTTP/1.1,200,8647
73.145.243.41,16/Jan/2023:17:49:01 ,POST /checkout/item-7 HTTP/1.1,500,7417
178.170.1.185,15/Jun/2023:20:31:38 ,POST /login/item-74 HTTP/1.1,201,12890
124.16.36.15,20/Oct/2023:11:25:28 ,PUT /checkout/item-15 HTTP/1.1,404,14323
173.183.255.157,20/Sep/2023:15:49:48 ,POST /produtos/item-53 HTTP/1.1,500,3219
134.131.5.196,28/Aug/2023:16:18:44 ,PUT /perfil/item-94 HTTP/1.1,404,13734
212.15.156.32,13/Feb/2023:22:42:13 ,GET /produtos/item-61 HTTP/1.1,404,1988
184.177.208.3,22/Apr/2023:03:08:39 ,PUT /login/item-37 HTTP/1.1,302,11065
81.27.6.221,16/Sep/2023:11:04:03 ,POST /perfil/item-23 HTTP/1.1,201,6165
22.40.124.188,09/Aug/2023:05:08:20 ,POST /busca/item-86 HTTP/1.1,201,3733
8.254.250.207,12/Jun/2023:12:00:06 ,GET /checkout/item-72 HTTP/1.1,201,7280
162.196.45.49,23/Jul/2023:17:01:16 ,PUT /produtos/item-32 HTTP/1.1,201,502
110.245.129.123,13/Feb/2023:11:38:27 ,PUT /produtos/item-9 HTTP/1.1,302,5334
58.44.198.248,11/Dec/2023:08:31:45 ,POST /carrinho/item-11 HTTP/1.1,404,13674
84.203.105.219,01/Oct/2023:15:22:04 ,GET /produtos/item-58 HTTP/1.1,200,2147
144.119.66.142,11/Aug/2023:09:58:08 ,POST /login/item-32 HTTP/1.1,500,5951
6.134.93.234,21/Oct/2023:17:12:43 ,GET /carrinho/item-37 HTTP/1.1,500,2161
91.164.189.93,26/Nov/2023:04:38:18 ,DELETE /busca/item-5 HTTP/1.1,500,10519
163.198.234.224,24/Jun/2023:21:48:15 ,POST /carrinho/item-76 HTTP/1.1,404,8984
109.124.115.125,21/May/2023:07:07:30 ,POST /checkout/item-53 HTTP/1.1,302,14310
193.152.59.152,09/Nov/2023:11:34:17 ,PUT /login/item-92 HTTP/1.1,200,375
139.189.7.251,28/Sep/2023:10:24:22 ,PUT /produtos/item-50 HTTP/1.1,200,5640
80.51.18.2,17/Aug/2023:12:47:15 ,POST /carrinho/item-23 HTTP/1.1,404,13307
40.237.11.242,31/Mar/2023:21:19:32 ,GET /produtos/item-14 HTTP/1.1,302,13103
85.80.200.22,29/Apr/2023:13:52:54 ,DELETE /carrinho/item-25 HTTP/1.1,404,2488
196.239.22.117,15/Feb/2023:08:09:15 ,POST /busca/item-68 HTTP/1.1,200,11156
170.245.233.91,03/Jan/2023:20:42:07 ,DELETE /perfil/item-63 HTTP/1.1,302,2409
125.18.194.173,26/Oct/2023:16:02:37 ,DELETE /produtos/item-10 HTTP/1.1,500,1487
220.149.254.42,19/Mar/2023:14:57:07 ,PUT /busca/item-21 HTTP/1.1,302,13652
27.168.80.250,12/Jun/2023:10:10:33 ,PUT /busca/item-78 HTTP/1.1,404,13903
188.32.171.88,07/Jul/2023:09:55:57 ,PUT /produtos/item-12 HTTP/1.1,201,11995
76.77.191.103,19/Jun/2023:06:33:25 ,POST /produtos/item-69 HTTP/1.1,201,13783
197.69.132.12,12/Sep/2023:06:07:03 ,PUT /produtos/item-54 HTTP/1.1,404,504
27.195.182.151,28/Nov/2023:16:35:12 ,GET /carrinho/item-72 HTTP/1.1,500,503
188.213.72.203,13/Jul/2023:04:41:31 ,GET /carrinho/item-75 HTTP/1.1,404,6715
29.74.83.71,21/Feb/2023:15:07:45 ,POST /checkout/item-32 HTTP/1.1,201,4618
87.1.217.212,27/Oct/2023:19:27:22 ,PUT /busca/item-83 HTTP/1.1,500,12633
146.1.48.88,30/Aug/2023:20:40:52 ,PUT /carrinho/item-28 HTTP/1.1,200,2537
12.229.57.248,05/Apr/2023:01:22:18 ,POST /login/item-100 HTTP/1.1,500,4375
32.64.213.176,15/Jun/2023:23:59:34 ,POST /produtos/item-47 HTTP/1.1,302,1376
157.164.24.142,18/Aug/2023:04:45:48 ,GET /perfil/item-90 HTTP/1.1,500,11927
112.63.186.249,01/Aug/2023:22:14:55 ,PUT /carrinho/item-78 HTTP/1.1,404,8816
122.16.191.175,26/Nov/2023:08:04:32 ,PUT /produtos/item-94 HTTP/1.1,201,8373
66.208.41.210,02/Jan/2023:18:02:30 ,POST /checkout/item-65 HTTP/1.1,404,3454
36.95.205.196,01/Dec/2023:10:24:53 ,PUT /carrinho/item-98 HTTP/1.1,201,2583
95.225.115.199,30/Apr/2023:10:39:20 ,POST /perfil/item-85 HTTP/1.1,201,5028
205.113.17.155,03/Feb/2023:02:05:22 ,POST /checkout/item-48 HTTP/1.1,500,9369
126.235.47.184,21/Apr/2023:11:07:19 ,POST /login/item-70 HTTP/1.1,404,8518
31.62.138.42,30/Jun/2023:14:36:46 ,PUT /produtos/item-47 HTTP/1.1,500,5162
198.106.244.169,04/Jan/2023:04:18:08 ,DELETE /carrinho/item-71 HTTP/1.1,201,14921
136.23.191.2,25/May/2023:18:07:34 ,GET /checkout/item-65 HTTP/1.1,404,12456
120.186.234.234,27/Oct/2023:11:32:36 ,POST /produtos/item-14 HTTP/1.1,500,3434
164.98.159.16,28/Apr/2023:22:19:26 ,POST /login/item-35 HTTP/1.1,500,4269
177.193.13.0,25/Jan/2023:22:28:00 ,PUT /busca/item-30 HTTP/1.1,302,7601
21.163.41.188,08/Jun/2023:22:01:54 ,GET /checkout/item-19 HTTP/1.1,200,2681
192.207.15.186,02/Sep/2023:22:26:38 ,PUT /perfil/item-30 HTTP/1.1,500,9568
71.57.8.38,22/May/2023:00:43:10 ,GET /checkout/item-22 HTTP/1.1,404,5824
213.100.242.32,21/Jan/2023:09:49:16 ,GET /login/item-16 HTTP/1.1,404,3313
150.165.0.46,01/Dec/2023:14:01:03 ,GET /produtos/item-16 HTTP/1.1,201,7380
99.81.234.84,28/Sep/2023:14:46:59 ,DELETE /busca/item-33 HTTP/1.1,200,3852
5.191.22.227,17/Oct/2023:14:01:56 ,POST /carrinho/item-15 HTTP/1.1,302,12120
158.145.189.246,06/Jul/2023:08:59:05 ,DELETE /perfil/item-69 HTTP/1.1,302,4667
170.101.73.244,15/Jul/2023:13:33:29 ,GET /busca/item-17 HTTP/1.1,201,4791
82.48.65.157,14/Jun/2023:13:17:24 ,DELETE /busca/item-33 HTTP/1.1,500,10998
180.69.69.171,19/Jan/2023:21:19:22 ,DELETE /produtos/item-98 HTTP/1.1,500,13267
11.143.218.145,14/Apr/2023:04:05:53 ,PUT /carrinho/item-79 HTTP/1.1,200,4306
12.149.5.61,29/Aug/2023:20:41:56 ,PUT /login/item-71 HTTP/1.1,302,13139
83.231.60.39,31/Dec/2023:07:22:19 ,PUT /checkout/item-86 HTTP/1.1,201,6048
22.103.177.241,19/Jun/2023:09:08:13 ,PUT /carrinho/item-79 HTTP/1.1,302,8617
33.228.8.110,16/Aug/2023:23:06:57 ,PUT /carrinho/item-21 HTTP/1.1,302,1815
24.4.40.245,11/Nov/2023:18:27:37 ,POST /checkout/item-66 HTTP/1.1,404,3521
14.98.53.242,25/Jul/2023:08:47:46 ,GET /login/item-81 HTTP/1.1,201,8818
120.113.141.44,07/Mar/2023:17:24:03 ,DELETE /checkout/item-74 HTTP/1.1,404,8761
109.6.6.34,09/Feb/2023:01:40:16 ,GET /login/item-8 HTTP/1.1,404,10554
60.210.202.117,05/Aug/2023:05:13:52 ,DELETE /checkout/item-50 HTTP/1.1,404,11359
61.102.162.210,26/Dec/2023:20:33:24 ,GET /carrinho/item-32 HTTP/1.1,201,9751
106.97.27.84,30/Dec/2023:13:38:25 ,GET /checkout/item-64 HTTP/1.1,404,4016
4.218.195.167,28/Jan/2023:23:19:02 ,GET /login/item-17 HTTP/1.1,201,4300
199.221.103.4,04/Feb/2023:10:15:38 ,POST /produtos/item-83 HTTP/1.1,302,7500
57.249.234.90,08/Apr/2023:20:33:28 ,PUT /carrinho/item-86 HTTP/1.1,500,1505
168.153.85.92,29/Mar/2023:20:41:31 ,POST /checkout/item-53 HTTP/1.1,302,2388
206.190.241.6,16/Dec/2023:14:43:46 ,GET /carrinho/item-11 HTTP/1.1,302,10591
120.11.59.115,02/May/2023:06:37:09 ,PUT /login/item-51 HTTP/1.1,500,1843
59.153.72.255,21/Jun/2023:09:26:31 ,DELETE /carrinho/item-40 HTTP/1.1,201,5241
7.54.112.62,12/Sep/2023:13:05:05 ,DELETE /produtos/item-53 HTTP/1.1,302,13596
68.238.142.104,29/Jan/2023:20:02:58 ,POST /carrinho/item-10 HTTP/1.1,500,1687
171.38.160.167,27/Dec/2023:23:11:39 ,POST /perfil/item-27 HTTP/1.1,200,1729
69.88.182.80,14/Sep/2023:01:54:12 ,DELETE /busca/item-56 HTTP/1.1,302,12144
23.5.213.153,21/Oct/2023:12:37:48 ,POST /produtos/item-14 HTTP/1.1,200,8676
81.246.215.223,05/Aug/2023:01:29:28 ,PUT /checkout/item-16 HTTP/1.1,500,11771
8.124.34.29,08/Oct/2023:20:42:35 ,GET /carrinho/item-44 HTTP/1.1,302,7148
31.24.162.11,06/May/2023:17:00:58 ,DELETE /carrinho/item-87 HTTP/1.1,404,9841
113.206.0.8,04/Jul/2023:08:07:36 ,GET /checkout/item-5 HTTP/1.1,302,12258
149.120.221.218,28/Jun/2023:06:56:16 ,GET /produtos/item-76 HTTP/1.1,500,9687
115.127.133.3,27/Feb/2023:21:31:49 ,PUT /carrinho/item-6 HTTP/1.1,201,10431
126.162.172.41,21/Feb/2023:15:33:25 ,GET /perfil/item-50 HTTP/1.1,302,7470
124.189.250.128,14/Feb/2023:02:11:53 ,GET /checkout/item-23 HTTP/1.1,200,14565
100.217.175.129,21/Jun/2023:12:34:05 ,GET /produtos/item-19 HTTP/1.1,500,3254
85.254.173.83,08/Oct/2023:13:47:55 ,PUT /login/item-20 HTTP/1.1,404,11652
214.246.225.249,18/May/2023:08:15:14 ,DELETE /carrinho/item-72 HTTP/1.1,404,3372
52.230.122.182,26/Jun/2023:03:58:45 ,POST /login/item-86 HTTP/1.1,201,13034
19.200.27.241,10/Nov/2023:12:37:21 ,PUT /perfil/item-27 HTTP/1.1,404,12528
220.215.167.102,29/Jan/2023:23:08:35 ,PUT /login/item-36 HTTP/1.1,500,10011
94.218.52.171,01/Sep/2023:14:44:47 ,PUT /carrinho/item-67 HTTP/1.1,500,9227
122.151.169.109,18/Sep/2023:19:43:56 ,PUT /carrinho/item-100 HTTP/1.1,404,13224
188.124.105.61,27/Dec/2023:17:16:44 ,POST /produtos/item-79 HTTP/1.1,500,13971
82.108.169.201,18/May/2023:12:05:57 ,DELETE /produtos/item-47 HTTP/1.1,500,13851
32.250.76.183,21/Jan/2023:23:13:01 ,PUT /carrinho/item-34 HTTP/1.1,200,7919
71.48.166.178,04/Jun/2023:00:46:09 ,DELETE /produtos/item-74 HTTP/1.1,201,6261
108.12.102.156,17/Aug/2023:10:52:30 ,PUT /login/item-13 HTTP/1.1,302,2669
208.237.0.45,11/Jan/2023:20:09:50 ,PUT /produtos/item-41 HTTP/1.1,201,14331
92.197.56.51,30/Jan/2023:03:24:12 ,DELETE /perfil/item-22 HTTP/1.1,201,4862
112.240.87.170,15/Jul/2023:04:48:07 ,POST /busca/item-74 HTTP/1.1,404,2551
148.217.223.1,27/Feb/2023:18:26:27 ,POST /carrinho/item-45 HTTP/1.1,404,14632
63.201.37.24,09/Mar/2023:18:01:27 ,POST /busca/item-59 HTTP/1.1,302,10299
202.156.24.29,28/Jul/2023:19:23:01 ,GET /busca/item-37 HTTP/1.1,404,3081
8.176.251.185,14/Nov/2023:19:05:47 ,PUT /login/item-1 HTTP/1.1,302,13008
145.147.147.223,03/Dec/2023:09:55:46 ,GET /login/item-50 HTTP/1.1,200,5995
181.160.55.115,25/Nov/2023:07:32:28 ,POST /busca/item-96 HTTP/1.1,500,14937
7.123.206.42,13/Mar/2023:13:07:42 ,POST /checkout/item-38 HTTP/1.1,200,5565
42.91.186.195,09/Jun/2023:23:45:44 ,GET /login/item-86 HTTP/1.1,404,13530
118.34.202.6,08/Jun/2023:06:06:27 ,POST /produtos/item-32 HTTP/1.1,404,9742
130.80.199.170,29/Jul/2023:20:40:29 ,PUT /produtos/item-98 HTTP/1.1,302,6925
49.63.215.75,13/Aug/2023:19:39:22 ,GET /login/item-12 HTTP/1.1,500,3247
204.169.125.166,03/Oct/2023:23:43:49 ,POST /perfil/item-10 HTTP/1.1,500,5053
35.0.188.67,05/Oct/2023:01:34:15 ,POST /perfil/item-25 HTTP/1.1,302,8216
99.203.194.217,08/Feb/2023:05:38:46 ,DELETE /checkout/item-5 HTTP/1.1,500,14075
137.211.145.102,10/Dec/2023:08:03:01 ,DELETE /carrinho/item-86 HTTP/1.1,302,14712
89.233.255.121,11/Dec/2023:23:14:08 ,POST /produtos/item-76 HTTP/1.1,500,3325
143.194.149.169,12/Feb/2023:10:19:28 ,POST /produtos/item-53 HTTP/1.1,201,7198
65.137.75.17,31/Oct/2023:09:18:55 ,POST /checkout/item-75 HTTP/1.1,302,11153
68.221.90.201,16/Nov/2023:11:53:46 ,DELETE /busca/item-13 HTTP/1.1,302,13605
62.8.157.187,27/Dec/2023:20:20:37 ,POST /perfil/item-51 HTTP/1.1,302,8631
202.14.217.135,01/Apr/2023:07:15:29 ,POST /carrinho/item-47 HTTP/1.1,201,7890
121.159.31.93,05/Oct/2023:15:08:08 ,PUT /perfil/item-16 HTTP/1.1,404,8004
167.173.213.254,27/Mar/2023:19:37:58 ,GET /login/item-2 HTTP/1.1,302,6126
33.142.151.119,09/Sep/2023:23:07:07 ,PUT /checkout/item-72 HTTP/1.1,404,3169
118.239.163.217,02/Aug/2023:13:54:46 ,POST /perfil/item-7 HTTP/1.1,201,5016
192.170.220.181,04/Sep/2023:19:15:04 ,DELETE /produtos/item-96 HTTP/1.1,404,13609
37.36.23.41,30/Apr/2023:09:39:33 ,POST /produtos/item-38 HTTP/1.1,500,10213
82.204.89.121,17/Dec/2023:05:26:26 ,DELETE /perfil/item-42 HTTP/1.1,201,9724
191.65.172.2,20/Apr/2023:05:12:42 ,DELETE /carrinho/item-55 HTTP/1.1,302,12588
198.162.176.159,17/Sep/2023:14:51:39 ,PUT /checkout/item-82 HTTP/1.1,302,12854
56.248.68.23,24/Jul/2023:08:17:29 ,POST /login/item-75 HTTP/1.1,500,4832
162.156.17.222,18/Feb/2023:22:01:27 ,DELETE /carrinho/item-7 HTTP/1.1,201,9983
139.231.54.152,13/Sep/2023:22:22:19 ,PUT /checkout/item-94 HTTP/1.1,500,6275
106.34.244.236,03/Dec/2023:22:30:11 ,GET /perfil/item-4 HTTP/1.1,500,4946
2.142.104.87,06/May/2023:15:31:22 ,PUT /produtos/item-42 HTTP/1.1,302,6684
161.72.114.178,27/Jul/2023:10:22:34 ,GET /login/item-7 HTTP/1.1,200,6334
104.229.224.62,20/Jan/2023:23:17:48 ,POST /carrinho/item-86 HTTP/1.1,404,5107
98.16.94.247,05/Oct/2023:20:59:51 ,GET /produtos/item-36 HTTP/1.1,500,8177
153.232.34.249,07/Apr/2023:02:06:13 ,GET /perfil/item-28 HTTP/1.1,200,2572
157.53.35.227,24/Apr/2023:09:55:04 ,PUT /perfil/item-23 HTTP/1.1,302,10877
200.240.96.122,30/Aug/2023:11:55:06 ,GET /carrinho/item-58 HTTP/1.1,201,914
36.2.64.222,19/Aug/2023:07:43:43 ,DELETE /busca/item-37 HTTP/1.1,201,7784
218.179.52.10,16/May/2023:22:28:18 ,GET /perfil/item-19 HTTP/1.1,201,5984
19.155.159.248,22/Apr/2023:16:00:42 ,POST /checkout/item-63 HTTP/1.1,404,12251
57.14.115.139,19/May/2023:00:13:58 ,PUT /produtos/item-28 HTTP/1.1,201,8649
221.149.250.88,16/Sep/2023:21:00:21 ,POST /checkout/item-95 HTTP/1.1,404,5006
193.199.126.222,27/May/2023:16:52:53 ,GET /login/item-72 HTTP/1.1,404,14581
33.13.156.100,21/Jan/2023:20:23:26 ,PUT /checkout/item-22 HTTP/1.1,200,6242
22.2.128.96,27/Jun/2023:03:41:11 ,GET /produtos/item-52 HTTP/1.1,201,11195
102.7.249.241,23/Oct/2023:12:36:44 ,DELETE /busca/item-43 HTTP/1.1,500,4507
118.229.76.115,12/Jun/2023:15:26:04 ,POST /login/item-77 HTTP/1.1,302,5594
98.71.206.104,01/Jan/2023:19:11:38 ,GET /carrinho/item-50 HTTP/1.1,302,6950
126.30.105.215,23/Jul/2023:05:14:17 ,POST /produtos/item-55 HTTP/1.1,302,12769
202.112.108.31,27/May/2023:12:05:37 ,PUT /login/item-19 HTTP/1.1,404,14819
83.48.229.120,30/Jun/2023:16:27:34 ,PUT /busca/item-31 HTTP/1.1,302,11409
181.137.1.221,20/May/2023:11:20:11 ,POST /produtos/item-90 HTTP/1.1,302,14516
28.227.184.223,22/Jun/2023:01:02:56 ,PUT /login/item-42 HTTP/1.1,404,813
121.183.85.136,16/Feb/2023:12:37:12 ,GET /login/item-18 HTTP/1.1,200,12237
57.42.158.209,22/Jan/2023:12:18:35 ,POST /produtos/item-39 HTTP/1.1,302,376
131.2.174.171,13/Oct/2023:20:19:29 ,GET /checkout/item-78 HTTP/1.1,302,13445
60.215.97.64,28/Oct/2023:18:28:38 ,DELETE /checkout/item-12 HTTP/1.1,404,2428
169.243.31.75,23/Aug/2023:00:06:29 ,PUT /produtos/item-61 HTTP/1.1,201,9211
67.177.71.58,22/Sep/2023:06:13:09 ,POST /perfil/item-98 HTTP/1.1,201,14853
174.182.45.124,22/Sep/2023:20:41:28 ,DELETE /busca/item-45 HTTP/1.1,500,6328
62.39.106.216,29/Sep/2023:11:34:39 ,PUT /perfil/item-31 HTTP/1.1,500,9966
28.186.131.151,28/Dec/2023:23:39:30 ,PUT /checkout/item-61 HTTP/1.1,201,6174
147.24.167.128,08/Nov/2023:21:51:48 ,GET /checkout/item-53 HTTP/1.1,201,3117
115.59.224.9,22/May/2023:08:15:09 ,DELETE /login/item-45 HTTP/1.1,404,12334
188.202.216.146,14/Mar/2023:12:54:55 ,PUT /login/item-60 HTTP/1.1,404,13733
160.129.197.230,07/May/2023:02:39:51 ,GET /login/item-75 HTTP/1.1,302,5134
167.213.62.215,21/Jan/2023:09:02:48 ,POST /checkout/item-18 HTTP/1.1,404,3351
192.137.112.212,23/Sep/2023:17:36:53 ,DELETE /produtos/item-57 HTTP/1.1,200,594
79.12.229.103,06/Apr/2023:16:46:19 ,POST /checkout/item-38 HTTP/1.1,404,5488
42.133.21.249,05/Apr/2023:16:38:40 ,POST /perfil/item-39 HTTP/1.1,201,5143
62.122.178.247,04/Aug/2023:15:05:36 ,PUT /busca/item-71 HTTP/1.1,302,740
188.67.226.78,23/Apr/2023:13:46:58 ,PUT /perfil/item-16 HTTP/1.1,302,6944
43.189.22.57,18/Jul/2023:07:36:42 ,GET /produtos/item-39 HTTP/1.1,302,14968
98.106.203.88,26/Apr/2023:06:38:29 ,GET /perfil/item-96 HTTP/1.1,200,9965
61.141.24.16,24/Apr/2023:06:19:45 ,PUT /login/item-10 HTTP/1.1,500,1966
147.171.0.172,13/Jul/2023:01:43:37 ,POST /login/item-94 HTTP/1.1,200,14332
22.140.164.224,07/May/2023:16:48:37 ,POST /login/item-95 HTTP/1.1,302,2424
136.59.236.188,15/Aug/2023:08:52:25 ,GET /carrinho/item-79 HTTP/1.1,201,10500
221.88.20.34,31/Aug/2023:23:29:58 ,PUT /busca/item-9 HTTP/1.1,500,940
134.226.242.188,12/Apr/2023:21:32:27 ,POST /produtos/item-58 HTTP/1.1,201,13780
12.222.21.252,02/Oct/2023:20:57:31 ,POST /login/item-61 HTTP/1.1,302,8281
68.134.163.119,25/Aug/2023:19:38:47 ,DELETE /carrinho/item-3 HTTP/1.1,200,14087
167.154.4.5,14/Jun/2023:18:32:47 ,POST /perfil/item-59 HTTP/1.1,201,1914
38.41.204.251,19/May/2023:01:07:51 ,PUT /busca/item-26 HTTP/1.1,500,6822
14.199.240.215,09/Jul/2023:19:17:59 ,PUT /login/item-10 HTTP/1.1,500,9373
106.179.162.161,09/Apr/2023:16:33:50 ,DELETE /perfil/item-27 HTTP/1.1,404,4764
22.158.180.253,28/Jun/2023:04:01:44 ,PUT /checkout/item-30 HTTP/1.1,200,7393
161.252.183.28,07/Sep/2023:14:57:01 ,DELETE /produtos/item-96 HTTP/1.1,302,10859
145.155.88.22,11/Dec/2023:20:50:42 ,GET /checkout/item-94 HTTP/1.1,404,1275
176.210.122.74,19/Jan/2023:13:10:40 ,POST /checkout/item-28 HTTP/1.1,404,10804
147.202.149.0,05/Oct/2023:09:18:02 ,PUT /carrinho/item-92 HTTP/1.1,201,10427
17.109.36.196,23/Apr/2023:14:11:19 ,POST /checkout/item-84 HTTP/1.1,500,5362
214.146.141.63,09/Nov/2023:12:50:44 ,PUT /busca/item-52 HTTP/1.1,201,11110
212.112.88.12,17/Aug/2023:02:26:16 ,PUT /perfil/item-53 HTTP/1.1,302,366
159.234.22.211,02/Jul/2023:01:35:53 ,PUT /produtos/item-43 HTTP/1.1,302,11275
124.26.91.130,19/Oct/2023:09:37:27 ,GET /busca/item-17 HTTP/1.1,404,8393
64.2.233.20,08/Jul/2023:19:45:15 ,DELETE /busca/item-77 HTTP/1.1,302,8263
58.151.16.200,02/Jun/2023:05:43:14 ,DELETE /login/item-43 HTTP/1.1,201,9715
213.60.60.112,13/Mar/2023:20:44:43 ,DELETE /perfil/item-98 HTTP/1.1,500,10918
199.162.72.156,18/Sep/2023:12:54:39 ,PUT /perfil/item-1 HTTP/1.1,200,2331
1.249.33.65,27/Nov/2023:10:19:07 ,GET /perfil/item-74 HTTP/1.1,200,12992
181.47.107.4,03/Feb/2023:11:50:21 ,PUT /perfil/item-81 HTTP/1.1,200,712
96.13.228.229,22/Mar/2023:22:07:58 ,GET /produtos/item-4 HTTP/1.1,500,12854
177.156.41.98,12/Sep/2023:16:21:46 ,DELETE /perfil/item-52 HTTP/1.1,201,8002
191.234.160.16,21/Nov/2023:19:58:12 ,DELETE /perfil/item-63 HTTP/1.1,302,12971
78.14.183.0,24/May/2023:22:18:45 ,POST /perfil/item-35 HTTP/1.1,200,10354
201.27.37.223,19/Aug/2023:16:29:45 ,POST /login/item-18 HTTP/1.1,404,2900
161.159.253.243,24/Mar/2023:11:52:01 ,DELETE /login/item-51 HTTP/1.1,201,7470
102.52.155.253,24/Oct/2023:02:28:47 ,GET /carrinho/item-8 HTTP/1.1,201,8493
65.168.224.73,11/Nov/2023:02:31:27 ,POST /perfil/item-29 HTTP/1.1,201,11289
59.129.93.236,01/May/2023:04:50:05 ,DELETE /checkout/item-12 HTTP/1.1,500,1265
62.8.209.24,30/Jul/2023:17:09:05 ,GET /checkout/item-23 HTTP/1.1,200,11543
59.39.212.69,30/Jan/2023:18:07:37 ,GET /perfil/item-37 HTTP/1.1,200,1889
38.214.121.12,29/Oct/2023:08:20:17 ,GET /produtos/item-71 HTTP/1.1,200,14076
195.32.59.131,05/Aug/2023:08:57:22 ,POST /login/item-5 HTTP/1.1,404,2906
99.60.91.68,17/Oct/2023:05:03:55 ,GET /login/item-57 HTTP/1.1,302,6209
27.128.112.201,17/Dec/2023:12:05:14 ,POST /perfil/item-55 HTTP/1.1,404,13772
202.157.227.226,06/Nov/2023:03:35:48 ,POST /login/item-34 HTTP/1.1,201,5551
114.195.116.88,24/Nov/2023:10:05:29 ,GET /carrinho/item-47 HTTP/1.1,200,2648
21.111.241.30,21/Apr/2023:10:41:02 ,GET /carrinho/item-67 HTTP/1.1,200,7568
197.224.92.104,08/Nov/2023:15:13:54 ,POST /login/item-8 HTTP/1.1,201,6860
4.214.153.71,29/Aug/2023:10:29:12 ,GET /login/item-61 HTTP/1.1,200,11897
20.250.247.239,05/Jul/2023:20:41:41 ,DELETE /carrinho/item-52 HTTP/1.1,404,1197
81.22.138.38,22/Jan/2023:18:43:16 ,POST /checkout/item-90 HTTP/1.1,200,8495
191.51.134.166,02/Feb/2023:16:57:20 ,PUT /login/item-33 HTTP/1.1,201,6564
19.57.147.195,22/Mar/2023:09:39:12 ,PUT /produtos/item-53 HTTP/1.1,302,11755
25.148.103.101,08/Jun/2023:13:27:43 ,PUT /perfil/item-12 HTTP/1.1,200,12738
137.226.45.33,16/Jul/2023:05:15:06 ,GET /carrinho/item-6 HTTP/1.1,201,10573
93.71.150.178,05/Nov/2023:03:05:50 ,DELETE /busca/item-14 HTTP/1.1,404,11831
33.114.41.234,06/Feb/2023:00:45:08 ,DELETE /perfil/item-41 HTTP/1.1,200,2314
171.22.230.96,26/May/2023:15:40:57 ,GET /produtos/item-84 HTTP/1.1,404,11091
165.178.139.54,10/Apr/2023:22:02:09 ,PUT /carrinho/item-26 HTTP/1.1,404,10694
68.178.118.80,17/Feb/2023:23:13:37 ,GET /busca/item-76 HTTP/1.1,302,8945
44.247.45.19,02/Jan/2023:12:39:53 ,GET /produtos/item-6 HTTP/1.1,200,8029
3.239.217.22,02/Apr/2023:19:42:06 ,DELETE /carrinho/item-93 HTTP/1.1,302,1145
168.22.180.2,26/Apr/2023:03:14:45 ,DELETE /produtos/item-41 HTTP/1.1,200,8465
182.157.120.48,29/Apr/2023:03:18:18 ,POST /perfil/item-59 HTTP/1.1,302,14405
68.54.82.206,26/Nov/2023:01:25:40 ,POST /checkout/item-60 HTTP/1.1,201,8149
158.35.9.45,14/May/2023:15:56:13 ,GET /produtos/item-7 HTTP/1.1,200,5080
133.9.11.16,04/May/2023:18:08:17 ,POST /checkout/item-1 HTTP/1.1,200,14551
174.24.39.125,07/Sep/2023:17:42:22 ,GET /busca/item-10 HTTP/1.1,500,3602
101.33.102.6,29/Apr/2023:01:36:36 ,POST /login/item-99 HTTP/1.1,404,9297
203.238.26.240,07/May/2023:05:43:50 ,DELETE /produtos/item-30 HTTP/1.1,302,6700
4.239.225.236,29/Oct/2023:06:26:20 ,GET /checkout/item-98 HTTP/1.1,201,10894
81.73.252.170,27/Jan/2023:19:53:44 ,PUT /login/item-96 HTTP/1.1,404,3506
151.234.118.53,17/Jun/2023:21:12:40 ,PUT /perfil/item-62 HTTP/1.1,200,5323
102.109.155.153,05/Jul/2023:08:38:09 ,PUT /carrinho/item-35 HTTP/1.1,201,3452
71.219.53.64,30/Apr/2023:19:58:09 ,GET /perfil/item-45 HTTP/1.1,201,2200
161.70.50.237,18/May/2023:07:05:01 ,POST /carrinho/item-25 HTTP/1.1,200,11551
105.239.127.101,14/Oct/2023:10:39:18 ,PUT /perfil/item-98 HTTP/1.1,302,10977
175.191.103.56,03/Aug/2023:09:33:09 ,PUT /login/item-7 HTTP/1.1,302,12384
185.4.235.224,15/Jun/2023:12:02:37 ,DELETE /checkout/item-41 HTTP/1.1,201,5288
4.114.186.124,25/Jun/2023:09:08:15 ,POST /login/item-45 HTTP/1.1,404,13203
